tour_food,tour_food_theme,tour_food_tag,tour_food_score,like,zzim,review
하노이안브라더스,제주시 > 제주시내,#음식 #소고기쌀국수 #볶음밥 #새우튀김 #반미 #비빔국수 #베트남쌀국수 #양지쌀국수 #넴 #대나무통밥 #반쎄오 #퍼싸오 #매운쌀국수 #볶음면,5,1,8,2
한라앤탐,서귀포시 > 남원,#보말정식 #음식 #라면 #한치회무침 #두루치기 #흑돼지두루치기 #물회 #전복물회 #한치물회 #고등어구이,5,2,17,2
한성식당,서귀포시 > 성산,#음식 #향토음식 #갈치 #제주갈치조림 #전복해물탕 #해물탕 #갈치구이 #옥돔구이 #전복죽 #회덮밥,5,0,22,2
해금강횟집,제주시 > 제주시내,#고등어회 #음식 #회 #생선회 #황돔회 #우럭회 #다금바리회 #갓돔회 #해산물 #전복회 #새우 #새우구이 #소라 #해삼 #멍게 #돌멍게 #낙지 #고등어 #물회 #비빔밥 #성게비빔밥 #멍게비빔밥 #성게물회 #한치물회 #자리물회 #전복죽 #매운탕 #우럭매운탕 #갈치조림,4,0,6,2
허벅식당,제주시 > 구좌,#음식 #제주갈치조림 #해물라면 #고등어구이 #생선구이정식 #성게미역국 #성게비빔밥 #라면 #갈치구이 #쌈밥 #된장찌개 #문어숙회 #전복구이 #미역국 #옥돔구이 #전복라면 #문어라면 #전복해물뚝배기 #뚝배기,5,0,14,2
호돌이식당,섬 속의 섬 > 비양도,#매운탕 #전복물회 #음식 #한치 #칼국수 #보말칼국수 #해물칼국수 #라면 #해물라면 #비빔밥 #파전 #해물파전 #소라숙회 #물회 #자리물회 #활어물회 #모듬물회 #문어라면 #문어숙회 #뿔소라 #해삼 #해산물 #갈치조림 #고등어조림 #우럭조림 #해삼물회 #회 #소라회 #해삼회 #모둠회 #성게비빔밥,4,0,2,2
화진전복,제주시 > 제주시내,#음식 #전복 #전복해물탕 #전복죽 #전복뚝배기 #전복버터구이 #전복물회 #전복갈비탕 #전복돌솥밥 #전복삼계탕 #돌솥밥 #성게국 #전복볶음 #전복회 #물회 #회,5,0,4,2
73st,제주시 > 제주시내,#피자 #샐러드 #음식 #페페로니햄피자 #고르곤졸라화덕피자 #감바스 #치킨샐러드 #리코타치즈샐러드 #햄버거 #홍합스튜 #해물스튜 #토스트 #소시지 #프렌치토스트 #바베큐치킨피자 #마약옥수수피자 #고르곤졸라피자 #에스프레소 #아메리카노 #카페라떼 #카푸치노 #카페모카 #바닐라라떼 #카라멜마끼아또 #크림라떼 #라떼 #말차라떼 #차 #밀크티 #딸기라떼 #초코라떼 #생강라떼 #복숭아아이스티 #에이드 #레몬에이드 #자몽에이드 #오렌지주스 #자몽주스 #레몬차 #자몽차 #생강차 #수제청 #캐모마일 #페퍼민트 #얼그레이 #자바칩프라푸치노 #스무디 #망고스무디 #블루베리요거트스무디 #딸기요거트스무디 #플레인요거트스무디 #무장애관광,4,1,13,1
ROAD129(로드129),제주시 > 애월,#양식 #음식 #크림파스타 #돈까스 #치즈돈까스 #냉소바 #반반돈까스 #매운돈까스 #등심돈까스 #소바 #볶음밥 #우동 #어묵우동 #오므라이스 #성게파스타 #흑돼지,4,0,27,1
강해일횟집,서귀포시 > 표선,#매운탕 #음식 #갈치구이 #갈치조림 #고등어구이 #해물뚝배기 #회덮밥 #고등어조림,5,0,6,1
고고리식당,제주시 > 제주시내,#음식 #치즈돈까스 #경양식돈가스 #돈가스 #철판돈까스 #데리야끼철판돈까스 #카레돈까스 #카레라이스 #제육덮밥 #새우카레덮밥,3,0,4,1
고요남,제주시 > 제주시내,#음식 #갈비찜 #갈비탕 #떡갈비 #소갈비전골 #보쌈 #소갈비보쌈 #갈비 #물회 #한우물회 #육회 #사시미 #고추장육회 #볶음밥 #치즈떡갈비 #한우생육회초밥 #갈비초밥 #소고기국 #스테이크온우동 #냉우동 #한우육회비빔밥 #육회비빔밥 #소고기덮밥,3,0,4,1
골목집갈치와고등어,서귀포시 > 표선,#음식 #제주갈치조림 #생선조림 #생선구이정식 #갈치구이 #고등어구이 #옥돔구이 #갈치국 #전복해물탕 #전복죽 #해물뚝배기 #뚝배기 #성게미역국 #제육볶음 #낙지볶음 #돔베고기 #한치회무침,3,1,10,1
공백,제주시 > 구좌,#구좌 #음식 #아메리카노 #레몬에이드 #에이드 #에스프레소 #바닐라라떼 #카페라떼 #녹차라떼 #식당 #플랫화이트 #바닐라빈라떼 #라떼 #차 #밀크티 #말차라떼 #수제맥주 #와인,5,1,5,1
광원,제주시 > 제주시내,#갈비탕 #온밀면 #음식 #한우구이 #양념갈비 #갈비 #육회 #떡갈비 #안전여행스탬프 #무장애관광,5,0,4,1
광평도새기촌 본점,제주시 > 애월,#음식 #양념갈비 #갈비 #김치찌개,5,0,15,1
국수냐 국밥이냐,서귀포시 > 서귀포시내,#한식 #음식 #향토음식 #고기국수 #백숙,3,2,6,1
그대와함께라면,서귀포시 > 성산,#음식 #왕만두 #딱새우찜 #라면 #칼국수 #반려동물 #반려동물동반입장 #반려동물동반_식당카페 #보말칼국수 #딱새우 #어묵탕 #햄버거 #돈까스 #돈가스 #새우튀김 #감자튀김 #문어라면 #해산물 #전복 #소라 #멍게 #해삼,5,1,28,1
그림상회화덕피자,서귀포시 > 표선,#음식 #고르곤졸라화덕피자 #화덕피자 #마르게리타화덕피자 #아메리카노 #샐러드 #토마토파스타 #들깨크림파스타 #고르곤졸라피자 #마르게리따피자 #빵 #에스프레소 #차 #매실차 #청귤차 #홍차,5,1,16,1
김녕제주흑돼지정육점식당,제주시 > 구좌,#음식 #흑돼지구이 #오겹살 #목살 #김치찌개 #된장찌개 #돼지구이 #흑돼지오겹살,3,1,7,1
김이박,제주시 > 제주시내,#음식 #흑돼지구이 #돼지구이 #가브리살 #갈매기살 #항정살 #오겹살 #흑돼지오겹살 #목살 #양념갈비 #냉면 #비빔냉면 #물냉면 #김치찌개 #된장찌개 #불고기 #김치전골,3,0,1,1
꼬스뗀뇨,제주시 > 구좌,# 코코넛커피 # 에이드 # 스무디 # 짜이 # 밀크티 # 꽃차 # 소금빵 # 츄러스,5,0,0,1
꽁순이네,제주시 > 애월,#음식 #멸치국수 #비빔국수 #몸국 #국수 #멸치고기국수 #돔베고기 #수육,3,0,5,1
남양수산,서귀포시 > 성산,#일식 #음식 #고등어회 #꼼장어 #생선회 #전어회 #참돔회 #도다리회 #회덮밥 #매운탕 #지리탕,5,0,13,1
너와의 첫여행,제주시 > 애월,#감귤 #크림라떼 #에이드 #스무디 #라떼 #에스프레소콘파냐 #카푸치노 #아메리카노 #유자차 #카페라떼 #바닐라라떼 #아이스티 #핫초코 #아이스초코 #요거트 #블루베리요거트스무디,5,0,2,1
노을리,제주시 > 애월,# 흑연탄빵 # 앙버터,5,0,1,1
노을해안1014,제주시 > 한경,#레저/체험 #어트랙션 #관광지,5,3,18,1
달마야해물탕,제주시 > 조천,#먹물라면 #한식 #음식 #전복해물탕 #라면 #흑돼지 #모듬해산물구이 #해물찜 #회 #쥐치회 #참돔회 #능성어 #돌돔회 #다금바리회 #물회 #한치물회 #자리물회 #전복뚝배기 #해물뚝배기 #뚝배기 #회덮밥 #전어회 #한치회 #전어구이 #문어숙회 #소라숙회 #소라회 #전복회 #멍게 #산낙지탕탕이 #우럭조림 #흑돼지오겹살 #전복 #해산물 #새우튀김 #해물라면 #옥돔구이 #간장게장,3,0,8,1
달아래팥,제주시 > 한경,#팥라떼 #음식 #팥빙수 #커피 #아메리카노 #에스프레소 #단팥죽 #수제양갱 #카페라떼 #라떼,3,0,6,1
달콤한휴식,제주시 > 애월,#양식 #음식 #경양식돈가스 #치즈돈까스 #돈까스 #수제돈까스 #등심돈까스 #매운돈까스 #탕수육 #흑돼지치즈롤돈가스 #김치치즈돈가스 #돈까스모듬정식,3,0,6,1
대광장식당,서귀포시 > 서귀포시내,#한식 #김치찌개 #된장찌개 #비빔밥 #착한가격업소,4,1,12,1
대성아귀찜,제주시 > 조천,#음식 #아구찜 #아구대창찜,5,1,3,1
대포횟집,서귀포시 > 중문,#한식 #횟집 #음식 #회 #갈치조림 #방어회 #고등어회 #방어,5,0,15,1
더꽃돈,제주시 > 한림,#음식 #김치찌개 #해물뚝배기 #전복뚝배기 #돼지김치찌개 #오겹살 #흑돼지오겹살 #제주백돼지 #전복돌솥밥 #돌솥밥 #전복버터구이 #뚝배기 #냉면 #비빔냉면 #물냉면,5,0,8,1
더화원,제주시 > 제주시내,#음식 #갈치 #제주갈치조림 #제주갈치구이 #고등어구이 #고등어조림 #성게미역국 #전복죽 #고등어 #전복뚝배기 #옥돔구이 #전복해물뚝배기 #해물뚝배기 #갈치호박국,4,0,3,1
데미안,제주시 > 한경,#음식 #햄버거스테이크 #햄버거 #흑돼지 #파스타 #돈가스 #전복죽 #돈가스정식 #치즈돈까스 #아메리카노 #코코아 #핫초코 #아이스초코,5,0,12,1
델리지아레스토랑,서귀포시 > 중문,#양식 #파스타 #무장애관광,3,0,8,1
도토리키친,제주시 > 제주시내,#냉소바 #치킨온소바 #음식 #안전여행스탬프 #소바 #유부초밥 #새우감자고로케 #무장애관광,5,2,18,1
돈향기,제주시 > 제주시내,#오겹살 #흑돼지구이 #목살 #가브리살 #항정살 #대패삼겹살 #2022고메페스타 #무장애관광,3,0,13,1
돌담넘는고양이,제주시 > 구좌,#반려동물동반입장 #전복콩나물국밥 #전복얼큰해물라면 #반려동물동반_식당카페 #음식 #식당,5,0,4,1
돌미롱,제주시 > 제주시내,#아메리카노 #음료 #음식 #에그타르트 #생크림케익 #티라미수 #디저트 #빵,5,0,4,1
돌집식당,서귀포시 > 표선,#전복장 #음식 #갈치조림 #간장게장 #무장애관광,3,0,9,1
돌하르방 뚝배기,서귀포시 > 성산,#옥돔구이 #한식 #음식 #전복 #옥돔 #향토음식 #2022고메페스타 #무장애관광,4,2,35,1
돌하르방식당,제주시 > 한림,#향토음식 #음식 #갈치 #해물뚝배기 #고등어회 #2022고메페스타 #무장애관광,5,0,31,1
동도원,서귀포시 > 서귀포시내,#한식 #음식 #고등어조림 #생선조림 #옥돔구이 #해물뚝배기 #정식 #한정식 #뚝배기 #비빔밥,5,0,7,1
동해미락,서귀포시 > 서귀포시내,#갈치회 #고등어회 #식당 #활어회 #다금바리회 #능성어 #참돔회 #황돔회 #전복회 #오징어회 #소라회 #갈치구이 #고등어구이 #옥돔구이 #무장애관광,5,8,11,1
돼지촌,제주시 > 제주시내,#음식 #흑돼지 #흑돼지구이 #오겹살 #삼겹살 #가브리살 #목살 #갈매기살 #항정살 #비빔국수 #열무국수,5,0,3,1
둥지식당,서귀포시 > 성산,#갈치조림 #고등어조림 #음식 #갈치구이 #제주갈치조림 #제주갈치구이 #한치 #고등어구이 #갈치 #고등어,5,0,9,1
또또시,서귀포시 > 서귀포시내,#소라빵 #음식 #프레즐 #크림치즈프레즐 #샌드위치 #아메리카노 #밀크티 #곡물라떼 #꽃차 #차 #라떼,5,1,10,1
뚱보조개,제주시 > 제주시내,#음식 #모듬조개구이 #조개찜 #소금구이 #회 #가리비구이 #가리비회 #가리비찜 #새우 #왕새우소금구이 #새우볶음밥 #조개칼국수 #해물짬뽕라면 #동치미국수 #연포탕 #조개탕 #낙지볶음 #산낙지탕탕이 #전복회 #무장애관광,5,0,3,1
띠띠빵빵,섬 속의 섬 > 우도,#음식 #햄버거 #해물짬뽕 #짜장면 #치즈돈까스 #우동 #볶음밥 #잡채밥 #콩국수 #중식 #해물잡채밥 #해물볶음밥 #돈까스 #돈가스 #수제돈까스 #해물짜장 #짬뽕 #밀면 #비빔밀면 #치즈피자 #팥빙수 #아이스크림,5,0,0,1
라지마할 RAJMAHAL,제주시 > 제주시내,#볶음밥 #음식 #치킨 #무장애관광 #카레돈까스 #새우카레덮밥 #소고기카레덮밥 #치킨카레 #사모사 #감자튀김 #샐러드 #그린샐러드 #토마토샐러드 #치킨샐러드,5,0,2,1
런던베이글뮤지엄,제주시 > 구좌,# 맥주 # 커피 # 에이드 # 밀크티,5,0,5,1
레드썬셋,제주시 > 구좌,#일식 #음식 #스시 #광어회 #회 #모듬회 #오징어무침 #한치회 #튀김 #덮밥 #도다리 #도다리회 #물회 #전복볶음 #자리물회 #회국수,5,0,5,1
레이오버,제주시 > 구좌,# 보리개역 # 당근주스 # 쿠키 # 스콘 # 푸딩 # 커피,5,0,0,1
레이지펌프,제주시 > 애월,#음식 #카페 #에이드 #오렌지에이드 #복숭아에이드 #레몬에이드 #스무디 #초코라떼 #헤이즐넛라떼 #라떼 #에스프레소 #아메리카노 #카페라떼 #바닐라라떼 #빵 #말차라떼 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,5,0,1,1
로이앤메이,서귀포시 > 성산,#마파두부 #탕수가지 #볶음밥 #식당 #새우찜 #전채요리 #계란볶음밥 #비빔국수 #꽃빵 #마라탕 #토마토계란탕 #야채볶음 #쌀국수 #회과육,5,0,1,1
루스트플레이스 노형점,제주시 > 제주시내,#맥주 #피자 #음식 #치킨샐러드 #리코타치즈샐러드 #고르곤졸라화덕피자 #화덕피자 #봉골레파스타 #해물파스타 #크림파스타 #미트볼파스타 #오일파스타 #새우로제파스타 #볶음밥 #새우볶음밥 #버섯샐러드 #카프레제샐러드 #까르보나라 #빠네파스타 #뚝배기파스타 #스테이크덮밥 #함박스테이크 #고르곤졸라피자 #돈까스 #돈가스 #해물볶음밥 #치킨스테이크 #등갈비 #콤비네이션피자 #페퍼로니피자 #치즈돈까스 #짬뽕파스타 #라구파스타 #알리오올리오파스타,4,0,4,1
마더카페,서귀포시 > 남원,#정식 #왕갈비탕 #음식 #아메리카노 #청귤차 #한정식 #아포가토,5,0,5,1
마두천손칼국수,제주시 > 제주시내,#음식 #한식 #칼국수 #바지락뽕잎칼국수 #탕수육 #무장애관광,5,0,8,1
마라도해녀촌짜장,섬 속의 섬 > 마라도,#음식 #탕수육 #해물짜장 #해물짬뽕 #해산물모둠,5,0,2,1
마므레,서귀포시 > 남원,#새우야채튀김우동 #로스트치킨 #음식 #삼겹살 #통삼겹바베큐 #바베큐폭립 #양갈비스테이크 #라면 #우동 #덮밥 #흑돼지 #주먹밥,3,0,3,1
마초그릴,제주시 > 제주시내,#과카롤리 #타코 #음식,5,1,6,1
만민식당,제주시 > 한림,#음식 #제주갈치조림 #해물찜 #고등어조림 #갈치구이 #옥돔구이 #고등어구이 #전복구이 #해물탕 #꽃게탕 #꽃게찜 #해물파전 #파전 #딱새우 #뚝배기 #전복뚝배기 #해물뚝배기 #성게미역국 #양념게장,5,0,15,1
말이,제주시 > 구좌,#음식 #치즈떡볶이 #김말이튀김 #김밥 #해물라면 #새우튀김 #라면 #2022고메페스타 #반려동물 #반려동물동반입장 #반려동물동반_식당카페 #오징어튀김 #고구마튀김 #단호박튀김 #피쉬&칩스 #왕새우튀김 #계란라면 #모둠튀김 #술 #수제맥주 #생맥주 #수입맥주,4,1,10,1
맛있수다,서귀포시 > 서귀포시내,#음식 #흑돼지구이 #돼지구이 #돼지김치찌개 #김치찌개 #된장찌개 #오겹살 #삼겹살 #대패삼겹살 #목살 #근고기 #생갈비,5,0,13,1
망고레이 함덕점,제주시 > 조천,#스노우망고플롯 #생망고쉐이크 #음식 #쉐이크 #망고스무디 #망고주스 #아이스크림 #에이드 #망고에이드 #청포도에이드 #자몽에이드 #아메리카노 #카페라떼 #카라멜라떼 #카페모카 #카푸치노 #콜드브루 #더치커피 #초코라떼 #말차라떼 #라떼,5,0,10,1
메리앤폴,제주시 > 한림,#함박스테이크 #음식 #스파게티 #미트볼스파게티 #알리오올리오스파게티 #해물파스타 #크림파스타 #미트볼파스타 #오일파스타 #새우로제파스타 #아메리카노 #카페라떼 #에스프레소 #반려동물 #반려동물동반입장 #반려동물동반_식당카페 #돈가스 #그라탕 #토마토파스타 #새우크림파스타 #알리오올리오파스타 #바닐라라떼 #핫초코 #카푸치노 #차 #아이스티,5,0,15,1
명월국민학교,제주시 > 한림,#음식 #차 #청귤차 #꽃차 #아메리카노 #바닐라라떼 #카페라떼 #녹차라떼 #2022고메페스타 #반려동물 #반려동물동반입장 #반려동물동반_식당카페 #라떼 #카푸치노 #티라미수 #카라멜라떼 #카페모카 #얼그레이 #캐모마일 #페퍼민트 #자몽차 #에이드 #자몽에이드 #미숫가루라떼 #초코라떼 #밀크티 #아이스티 #떡볶이 #어묵 #돈까스 #주스 #케이크 #치즈케이크 #아이스크림,5,2,75,1
모래비카페,제주시 > 구좌,#음식 #핸드드립커피 #아인슈페너 #에이드 #차 #아메리카노 #드립커피 #플랫화이트 #카페라떼 #크림라떼 #바닐라라떼 #카라멜마끼아또 #카페모카 #카푸치노 #헤이즐넛라떼 #에스프레소 #에스프레소마키아또 #아포가토 #라떼 #말차라떼 #딸기라떼 #초코라떼 #고구마라떼 #쿠앤크라떼 #주스 #레몬에이드 #스무디 #요거트스무디 #딸기요거트스무디 #꽃차 #녹차 #얼그레이 #자스민티,5,2,33,1
모리노아루요,제주시 > 애월,#해산물덮밥 #일식 #음식 #장어덮밥 #덮밥 #치킨가라아게 #2022고메페스타 #카이센동 #메로 #부타동 #라면 #새우튀김,5,4,86,1
모모제이,제주시 > 제주시내,#샐러드 #음식 #브런치 #아메리카노 #아보카도샐러드 #치킨샐러드 #바나나팬케이크 #토스트 #케이크 #커피 #에스프레소 #카페라떼 #바닐라라떼 #연유라떼 #아포가토 #라떼 #고구마라떼 #초코라떼 #그린티라떼 #미숫가루 #주스 #토마토주스 #딸기주스 #바나나주스 #에이드 #레몬에이드 #자몽에이드 #스무디 #딸기스무디 #그린티스무디 #딸기라떼 #아이스크림 #햄치즈토스트 #클럽샌드위치 #차 #자몽차 #레몬차 #캐모마일,4,0,2,1
